id,age,job,marital,education,location,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
742,28,entrepreneur,married,tertiary,Porto,0,1900.0,1,0,cellular,15,may,9,6,-1,0,unknown,0
743,32,blue-collar,married,secondary,unknown,0,2549.0,1,0,unknown,23,may,246,3,-1,0,unknown,0
744,28,administrator,single,secondary,unknown,0,27.0,0,0,cellular,27,aug,294,1,-1,0,unknown,0
745,41,services,divorced,secondary,unknown,0,0.0,1,0,cellular,2,feb,20,1,-1,0,unknown,0
746,23,student,single,secondary,Braga,0,-116.0,1,0,unknown,20,may,109,6,-1,0,unknown,0
747,46,management,single,tertiary,unknown,0,379.0,0,0,cellular,11,aug,83,6,-1,0,unknown,0
748,48,management,single,tertiary,unknown,0,-295.0,0,1,cellular,28,jan,121,1,190,2,failure,0
749,30,technician,married,tertiary,Lisboa,0,-256.0,1,0,unknown,15,may,51,5,-1,0,unknown,0
750,40,management,married,tertiary,Lisboa,0,4539.0,0,0,cellular,13,jul,256,3,439,1,failure,1
751,44,management,married,tertiary,Amadora,0,423.0,0,0,cellular,12,mar,2330,5,-1,0,unknown,1
752,28,blue-collar,single,secondary,unknown,1,-2.0,1,1,cellular,13,may,172,2,364,5,failure,0
753,44,technician,married,secondary,unknown,0,596.0,1,0,unknown,30,may,28,3,-1,0,unknown,0
754,31,technician,single,secondary,unknown,0,205.0,1,0,unknown,3,jun,342,2,-1,0,unknown,0
755,36,entrepreneur,married,secondary,unknown,0,660.0,1,1,cellular,17,apr,430,1,-1,0,unknown,0
756,53,blue-collar,married,primary,unknown,0,95.0,1,0,unknown,29,may,53,3,-1,0,unknown,0
757,46,management,single,tertiary,Lisboa,0,311.0,1,1,cellular,27,oct,96,1,158,1,failure,0
758,44,management,married,tertiary,unknown,0,2365.0,0,1,cellular,26,may,159,3,-1,0,unknown,0
759,45,administrator,divorced,secondary,Lisboa,0,8032.0,0,0,cellular,20,nov,73,1,-1,0,unknown,0
760,46,entrepreneur,married,secondary,Amadora,0,294.0,1,0,cellular,29,jan,444,1,196,1,failure,0
761,38,blue-collar,married,secondary,unknown,0,1102.0,1,0,unknown,23,may,159,3,-1,0,unknown,0
762,58,retired,married,primary,Lisboa,0,-102.0,1,1,cellular,27,aug,80,10,-1,0,unknown,0
763,49,management,married,tertiary,unknown,0,2809.0,1,0,cellular,27,aug,152,9,-1,0,unknown,0
764,28,student,single,secondary,unknown,0,4716.0,1,0,unknown,26,may,329,2,-1,0,unknown,0
765,63,unknown,married,secondary,unknown,0,556.0,0,0,cellular,9,jul,122,4,-1,0,unknown,0
766,31,self-employed,married,tertiary,unknown,0,2666.0,0,0,cellular,10,nov,318,2,97,6,success,1
767,53,blue-collar,married,primary,Lisboa,0,6386.0,1,0,unknown,12,may,170,8,-1,0,unknown,0
768,58,management,single,unknown,Lisboa,0,1873.0,0,0,cellular,6,jun,49,2,-1,0,unknown,0
769,54,management,divorced,tertiary,Braga,0,192.0,1,0,cellular,28,may,157,3,-1,0,unknown,0
770,30,management,single,tertiary,Porto,0,478.0,0,0,cellular,12,aug,193,3,-1,0,unknown,0
771,53,technician,single,tertiary,Lisboa,0,-167.0,1,1,cellular,2,feb,289,1,-1,0,unknown,0
772,56,retired,married,secondary,unknown,0,3690.0,1,1,unknown,16,may,178,2,-1,0,unknown,0
773,38,technician,single,secondary,Lisboa,0,258.0,0,1,unknown,20,jun,587,2,-1,0,unknown,0
774,40,blue-collar,married,unknown,Braga,0,-4.0,1,0,unknown,7,may,311,1,-1,0,unknown,0
775,34,management,married,tertiary,Lisboa,0,4859.0,0,0,cellular,30,apr,113,1,37,1,other,0
776,31,blue-collar,married,secondary,unknown,0,1005.0,0,0,cellular,4,feb,429,2,-1,0,unknown,0
777,49,technician,divorced,secondary,Lisboa,0,342.0,0,1,cellular,19,nov,58,3,-1,0,unknown,0
778,33,blue-collar,married,primary,Lisboa,0,0.0,1,0,unknown,15,may,270,1,-1,0,unknown,0
779,59,retired,divorced,secondary,Porto,0,514.0,1,0,cellular,17,nov,573,1,188,1,other,0
780,34,technician,married,tertiary,Lisboa,0,932.0,1,0,cellular,4,jun,218,1,-1,0,unknown,0
781,35,technician,married,secondary,unknown,0,13658.0,1,0,telephone,9,dec,220,2,-1,0,unknown,0
782,53,management,married,primary,unknown,0,4086.0,0,0,unknown,20,jun,14,3,-1,0,unknown,0
783,73,blue-collar,married,secondary,Lisboa,0,2850.0,0,0,cellular,19,apr,184,2,185,3,failure,0
784,35,blue-collar,single,secondary,unknown,0,907.0,1,1,unknown,8,may,242,1,-1,0,unknown,0
785,35,unemployed,married,primary,unknown,0,4564.0,1,0,telephone,5,feb,508,1,-1,0,unknown,0
786,33,administrator,married,secondary,unknown,0,1467.0,1,0,unknown,20,may,85,2,-1,0,unknown,0
787,50,entrepreneur,married,secondary,unknown,0,0.0,1,1,cellular,17,nov,344,1,-1,0,unknown,0
788,38,entrepreneur,married,secondary,unknown,0,2849.0,1,0,unknown,28,may,166,3,-1,0,unknown,0
789,32,management,single,tertiary,unknown,0,90.0,0,0,cellular,13,aug,116,2,-1,0,unknown,0
790,47,technician,married,primary,unknown,0,12531.0,1,0,unknown,30,may,888,3,-1,0,unknown,0
791,59,services,married,secondary,Porto,0,33.0,1,0,cellular,11,may,138,1,-1,0,unknown,0
792,63,housemaid,married,primary,Lisboa,0,333.0,0,0,telephone,1,oct,321,1,-1,0,unknown,0
793,41,technician,single,secondary,unknown,0,1745.0,0,0,cellular,2,aug,258,1,-1,0,unknown,0
794,47,management,married,secondary,Porto,0,1077.0,0,0,cellular,31,jul,367,4,-1,0,unknown,0
795,35,blue-collar,married,secondary,Braga,0,1330.0,0,0,cellular,10,jul,901,1,-1,0,unknown,1
796,44,blue-collar,married,secondary,unknown,0,144.0,1,0,unknown,5,may,247,2,-1,0,unknown,0
797,34,management,single,tertiary,unknown,0,3119.0,0,0,cellular,16,oct,306,1,-1,0,unknown,1
798,47,technician,divorced,secondary,Lisboa,0,2836.0,0,1,cellular,14,aug,10,2,-1,0,unknown,0
799,46,blue-collar,married,primary,Lisboa,0,101.0,1,0,cellular,11,may,422,1,364,5,success,0
800,46,services,married,secondary,Lisboa,0,2019.0,1,0,unknown,8,may,357,1,-1,0,unknown,0
801,44,administrator,married,secondary,Lisboa,0,4826.0,1,0,cellular,17,nov,102,1,185,4,other,0
802,28,technician,married,secondary,Lisboa,0,1086.0,1,0,cellular,20,apr,1112,3,-1,0,unknown,1
803,28,services,single,secondary,Lisboa,0,6332.0,1,0,unknown,29,may,76,4,-1,0,unknown,0
804,45,technician,married,secondary,Lisboa,0,3492.0,1,1,unknown,20,jun,46,2,-1,0,unknown,0
805,40,administrator,married,secondary,unknown,0,0.0,1,1,cellular,17,nov,57,1,-1,0,unknown,0
806,37,entrepreneur,married,tertiary,unknown,0,41.0,0,0,cellular,14,jul,388,3,-1,0,unknown,0
807,34,management,married,tertiary,Lisboa,0,606.0,0,0,cellular,20,apr,97,1,-1,0,unknown,1
808,25,management,single,tertiary,unknown,0,137.0,1,0,cellular,24,jul,281,3,-1,0,unknown,0
809,48,administrator,married,secondary,unknown,0,933.0,0,0,cellular,29,jul,446,2,-1,0,unknown,0
810,41,blue-collar,married,secondary,unknown,0,2044.0,1,1,cellular,29,jul,234,5,-1,0,unknown,0
811,40,housemaid,married,secondary,Lisboa,0,0.0,0,0,cellular,19,nov,107,3,-1,0,unknown,0
812,42,blue-collar,married,secondary,Porto,0,-256.0,1,0,cellular,17,apr,576,1,318,2,failure,0
813,37,management,married,tertiary,Lisboa,0,1403.0,1,0,cellular,10,jul,91,2,-1,0,unknown,0
814,62,unemployed,married,secondary,unknown,0,780.0,0,0,cellular,28,aug,162,2,-1,0,unknown,1
815,55,technician,married,tertiary,Lisboa,0,639.0,1,0,telephone,13,may,992,5,370,3,other,0
816,43,management,married,tertiary,Lisboa,0,479.0,1,0,cellular,6,feb,168,1,254,2,failure,0
817,32,technician,single,tertiary,unknown,0,696.0,0,1,cellular,30,apr,270,2,293,2,failure,0
818,39,management,married,tertiary,unknown,0,177.0,1,1,unknown,2,jun,243,4,-1,0,unknown,0
819,26,administrator,married,unknown,unknown,0,4311.0,0,0,cellular,26,may,75,1,-1,0,unknown,0
820,29,blue-collar,single,secondary,unknown,0,1472.0,0,0,cellular,18,may,246,2,-1,0,unknown,0
821,56,blue-collar,married,secondary,unknown,0,3129.0,0,0,unknown,20,jun,33,6,-1,0,unknown,0
822,25,services,single,secondary,Coimbra,0,333.0,0,1,cellular,15,jul,1056,2,-1,0,unknown,1
823,45,technician,married,secondary,Lisboa,0,1441.0,1,0,cellular,18,nov,93,1,113,2,other,0
824,40,administrator,divorced,secondary,unknown,0,1362.8657774900341,1,0,unknown,26,may,150,2,-1,0,unknown,0
825,33,administrator,single,secondary,unknown,0,285.0,1,0,cellular,1,apr,427,1,329,1,other,0
826,47,management,single,tertiary,Porto,0,0.0,0,0,unknown,11,jun,58,3,-1,0,unknown,0
827,40,management,married,tertiary,Porto,0,1164.0,1,1,cellular,18,jul,238,3,-1,0,unknown,0
828,57,retired,married,primary,unknown,0,3549.0,0,0,cellular,31,jul,51,2,-1,0,unknown,0
829,35,management,divorced,tertiary,unknown,0,538.0,1,0,unknown,12,may,66,4,-1,0,unknown,0
830,31,management,single,tertiary,Braga,0,130.0,0,0,cellular,6,aug,160,1,-1,0,unknown,0
831,46,blue-collar,married,secondary,Lisboa,1,-319.0,0,1,cellular,10,jul,502,2,-1,0,unknown,0
832,36,blue-collar,married,primary,Braga,0,0.0,0,0,telephone,9,jul,39,1,-1,0,unknown,0
833,35,management,married,tertiary,Lisboa,0,2461.0,0,0,cellular,15,jun,205,2,81,4,other,0
834,31,services,divorced,primary,unknown,0,459.0,1,0,cellular,7,may,623,1,293,1,success,1
835,30,technician,married,secondary,Coimbra,0,398.0,1,0,cellular,17,apr,132,2,238,2,failure,0
836,24,management,single,tertiary,unknown,0,1.0,0,0,cellular,14,may,396,5,-1,0,unknown,1
837,43,services,single,unknown,Amadora,0,0.0,0,0,unknown,5,may,73,1,-1,0,unknown,0
838,41,management,divorced,tertiary,unknown,0,20479.0,0,0,cellular,14,aug,229,2,-1,0,unknown,0
839,46,blue-collar,married,primary,Porto,0,-29.0,1,0,unknown,12,may,322,1,-1,0,unknown,0
840,48,blue-collar,married,secondary,unknown,0,4770.0,1,1,cellular,19,nov,616,2,-1,0,unknown,0
841,41,technician,divorced,secondary,unknown,0,0.0,0,0,cellular,7,jul,353,4,-1,0,unknown,0
842,38,administrator,single,secondary,unknown,0,0.0,0,0,cellular,8,jul,452,3,-1,0,unknown,0
843,40,administrator,married,primary,Lisboa,0,1119.0,0,0,cellular,6,apr,122,4,341,2,failure,0
844,34,blue-collar,married,tertiary,Lisboa,0,748.0,1,1,cellular,6,may,161,1,-1,0,unknown,0
845,54,management,divorced,tertiary,unknown,0,1758.4220983832697,0,0,cellular,25,aug,56,2,-1,0,unknown,0
846,43,blue-collar,married,primary,Lisboa,0,1518.0,0,0,cellular,17,jun,94,6,-1,0,unknown,0
847,36,management,married,tertiary,unknown,0,93.0,0,0,cellular,12,jul,262,2,182,7,failure,1
848,48,blue-collar,married,secondary,unknown,0,7408.0,0,1,cellular,4,feb,101,2,-1,0,unknown,0
849,31,administrator,single,secondary,Lisboa,0,2104.0,1,0,unknown,3,jun,455,1,-1,0,unknown,0
850,40,blue-collar,married,primary,Amadora,0,440.0,0,0,cellular,11,aug,46,5,-1,0,unknown,0
851,41,blue-collar,married,secondary,unknown,0,153.0,1,0,unknown,27,may,389,1,-1,0,unknown,0
852,46,entrepreneur,single,tertiary,unknown,0,580.0,1,0,unknown,13,may,36,1,-1,0,unknown,0
853,29,management,married,tertiary,Lisboa,1,53.0,1,0,cellular,31,jul,27,17,-1,0,unknown,0
854,44,entrepreneur,married,tertiary,unknown,0,121.0,0,0,cellular,9,nov,248,1,91,1,success,1
855,35,technician,single,tertiary,unknown,0,973.0,0,0,cellular,26,aug,109,9,-1,0,unknown,0
856,44,technician,married,secondary,unknown,0,106.0,1,0,cellular,16,jul,164,6,-1,0,unknown,0
857,32,blue-collar,married,secondary,unknown,0,1.0,1,0,unknown,8,may,102,1,-1,0,unknown,0
858,29,services,single,secondary,unknown,0,703.0,1,0,unknown,7,may,129,5,-1,0,unknown,0
859,47,blue-collar,married,primary,unknown,0,1452.0,1,1,cellular,28,jan,181,1,177,2,failure,0
860,37,management,divorced,tertiary,unknown,0,168.0,1,0,unknown,5,jun,227,1,-1,0,unknown,0
861,31,technician,single,secondary,unknown,0,4105.0,0,0,cellular,30,apr,264,1,-1,0,unknown,0
862,34,blue-collar,divorced,secondary,unknown,0,1614.0,1,0,cellular,15,may,228,2,297,1,other,0
863,48,services,single,secondary,Amadora,0,561.0,1,0,cellular,12,may,214,1,358,2,other,0
864,44,technician,single,tertiary,unknown,0,643.0,0,0,cellular,16,oct,324,1,143,3,failure,1
865,49,technician,divorced,secondary,Lisboa,0,30.0,0,1,cellular,15,jul,439,2,-1,0,unknown,0
866,30,services,married,secondary,unknown,0,-43.0,1,1,cellular,17,apr,79,1,325,2,other,0
867,32,management,single,tertiary,unknown,0,36.0,0,0,cellular,28,aug,108,7,-1,0,unknown,0
868,37,management,married,tertiary,unknown,0,578.0,1,0,cellular,8,aug,401,4,-1,0,unknown,0
869,42,blue-collar,married,primary,Lisboa,0,15.0,1,0,unknown,6,may,230,1,-1,0,unknown,0
870,30,administrator,single,secondary,unknown,0,910.1419372889446,1,0,cellular,6,jun,862,11,-1,0,unknown,1
871,49,blue-collar,married,secondary,unknown,0,1127.0,1,1,cellular,17,apr,162,2,281,1,failure,0
872,54,retired,married,secondary,Porto,0,153.0,1,1,unknown,26,may,74,1,-1,0,unknown,0
873,30,management,single,tertiary,unknown,0,20261.0,1,0,cellular,28,aug,81,10,-1,0,unknown,0
874,34,blue-collar,married,secondary,unknown,0,2436.0,1,0,cellular,14,may,8,7,-1,0,unknown,0
875,64,retired,married,secondary,Amadora,0,1574.0,0,0,telephone,29,jul,301,3,-1,0,unknown,1
876,77,retired,married,secondary,Lisboa,0,820.0,0,0,telephone,21,oct,330,2,181,4,success,1
877,38,administrator,married,secondary,unknown,0,976.0,1,1,unknown,19,may,382,2,-1,0,unknown,0
878,34,administrator,divorced,secondary,unknown,0,-251.0,0,0,cellular,18,jul,641,1,-1,0,unknown,1
879,26,management,single,tertiary,unknown,0,222.0,0,0,cellular,28,jun,247,1,63,2,success,1
880,45,management,married,tertiary,Amadora,0,2220.0,1,0,cellular,21,nov,89,1,133,2,failure,0
881,33,student,divorced,secondary,Porto,0,422.0,0,0,cellular,6,aug,406,3,-1,0,unknown,0
882,31,management,single,tertiary,unknown,0,1130.0,1,0,cellular,17,apr,224,3,74,4,failure,0
883,56,technician,married,secondary,unknown,0,589.0,1,0,unknown,29,may,535,2,-1,0,unknown,1
884,31,administrator,single,secondary,unknown,0,19.0,1,0,cellular,18,nov,1978,1,-1,0,unknown,1
885,37,blue-collar,single,secondary,Lisboa,0,238.0,1,0,unknown,7,may,200,2,-1,0,unknown,0
886,48,technician,single,secondary,Lisboa,0,309.0,0,0,cellular,7,aug,190,2,-1,0,unknown,0
887,44,management,married,tertiary,unknown,0,167.0,0,0,cellular,27,apr,96,2,-1,0,unknown,0
888,38,administrator,divorced,secondary,Lisboa,0,4630.0,1,0,unknown,3,jun,133,3,-1,0,unknown,0
889,34,administrator,divorced,secondary,Lisboa,0,0.0,1,1,cellular,14,jul,194,3,-1,0,unknown,0
890,49,entrepreneur,married,tertiary,Lisboa,0,9824.0,0,0,unknown,5,jun,69,1,-1,0,unknown,0
891,70,retired,divorced,primary,unknown,0,482.0,0,0,telephone,14,jan,372,1,196,2,success,1
892,39,blue-collar,married,primary,unknown,0,2169.0,0,0,unknown,17,jun,170,2,-1,0,unknown,0
893,38,administrator,divorced,secondary,Lisboa,0,1306.592563282673,1,0,cellular,17,apr,397,1,-1,0,unknown,0
894,30,technician,single,secondary,Lisboa,0,3.0,0,0,cellular,22,aug,198,2,-1,0,unknown,0
895,35,administrator,single,secondary,unknown,0,111.0,1,0,cellular,18,jul,127,3,-1,0,unknown,0
896,33,blue-collar,married,secondary,Braga,0,1924.0,1,1,cellular,22,jul,81,1,-1,0,unknown,0
897,32,blue-collar,married,secondary,Porto,0,-208.0,1,1,unknown,9,may,325,1,-1,0,unknown,0
898,35,technician,divorced,tertiary,Coimbra,0,1170.104711280984,1,1,cellular,25,aug,734,4,-1,0,unknown,0
899,36,management,single,tertiary,unknown,0,1400.0,1,0,cellular,11,may,608,3,-1,0,unknown,1
900,69,technician,married,secondary,unknown,0,2661.0,0,0,cellular,1,sep,925,1,187,3,other,0
901,51,technician,married,secondary,Braga,0,13089.0,0,0,unknown,11,jun,247,1,-1,0,unknown,0
902,31,administrator,married,secondary,Braga,0,355.0,1,0,cellular,18,nov,530,1,193,1,failure,0
903,33,services,single,secondary,Lisboa,0,0.0,0,0,cellular,8,jul,116,2,-1,0,unknown,0
904,52,services,divorced,secondary,unknown,0,220.0,1,0,unknown,7,may,143,3,-1,0,unknown,0
905,57,blue-collar,married,secondary,unknown,0,621.0,1,0,cellular,17,apr,778,3,-1,0,unknown,0
906,35,blue-collar,married,primary,Porto,0,63.0,0,1,cellular,7,jul,243,2,-1,0,unknown,0
907,34,technician,single,secondary,unknown,0,1477.0,1,0,cellular,20,apr,233,3,-1,0,unknown,0
908,46,blue-collar,married,secondary,unknown,0,6879.0,0,0,cellular,20,jul,296,1,281,2,failure,0
909,31,blue-collar,married,primary,Porto,0,2.0,1,1,cellular,10,jul,112,1,-1,0,unknown,0
910,71,retired,married,tertiary,unknown,0,2887.0,0,0,cellular,30,jun,128,1,-1,0,unknown,1
911,32,technician,married,secondary,Lisboa,0,20.0,0,0,cellular,20,aug,210,2,-1,0,unknown,0
912,40,retired,single,primary,unknown,0,0.0,0,0,unknown,5,may,136,2,-1,0,unknown,0
913,53,management,married,tertiary,unknown,0,1624.0,0,0,cellular,6,aug,107,1,98,6,success,1
914,50,administrator,married,secondary,Lisboa,0,-130.0,1,0,cellular,10,jul,328,1,-1,0,unknown,0
915,37,management,divorced,tertiary,Porto,0,0.0,1,0,cellular,5,may,74,8,351,11,failure,0
916,55,housemaid,married,primary,Lisboa,0,2603.0,0,0,unknown,9,jun,559,1,-1,0,unknown,0
917,59,management,married,primary,unknown,0,1727.0,0,0,telephone,25,may,500,4,358,2,failure,1
918,32,management,married,tertiary,Lisboa,0,141.0,1,1,cellular,22,aug,10,13,-1,0,unknown,0
919,32,management,single,tertiary,unknown,0,111.0,1,0,unknown,8,may,162,2,-1,0,unknown,0
920,33,administrator,married,secondary,unknown,0,2468.0,1,1,cellular,6,may,84,1,282,4,failure,0
921,36,management,married,tertiary,unknown,0,530.0,0,0,unknown,20,jun,221,3,-1,0,unknown,0
922,52,blue-collar,married,secondary,Porto,0,1319.0,0,0,telephone,30,apr,37,2,-1,0,unknown,0
923,54,blue-collar,married,primary,unknown,0,2933.0,1,0,unknown,15,may,144,2,-1,0,unknown,0
924,38,technician,single,tertiary,unknown,0,1727.0,0,0,telephone,28,oct,182,2,-1,0,unknown,0
925,38,technician,married,secondary,unknown,0,-475.0,1,0,cellular,10,jul,234,1,-1,0,unknown,0
926,40,technician,married,secondary,unknown,0,66.0,1,0,unknown,12,may,29,8,-1,0,unknown,0
927,31,blue-collar,married,primary,unknown,0,-848.0,1,0,unknown,23,may,559,3,-1,0,unknown,0
928,25,technician,single,secondary,unknown,0,959.0,0,0,cellular,9,jul,144,5,-1,0,unknown,0
929,30,technician,single,secondary,unknown,0,57.0,0,0,cellular,2,feb,465,2,-1,0,unknown,0
930,35,management,single,secondary,Amadora,0,6809.0,1,0,unknown,9,may,750,2,-1,0,unknown,0
931,36,management,married,tertiary,unknown,0,708.0,1,0,cellular,17,jul,59,2,-1,0,unknown,0
932,39,management,married,tertiary,Porto,0,55.0,0,0,cellular,31,jul,216,4,-1,0,unknown,0
933,51,technician,divorced,unknown,unknown,0,1605.6927360536354,1,0,cellular,30,jul,334,6,-1,0,unknown,0
934,52,administrator,married,secondary,unknown,0,979.0,1,0,cellular,16,apr,156,1,336,1,other,0
935,35,management,married,tertiary,unknown,0,511.0,0,0,cellular,29,aug,91,4,-1,0,unknown,0
936,33,blue-collar,married,primary,Lisboa,0,142.0,1,0,cellular,13,may,136,5,-1,0,unknown,0
937,41,entrepreneur,married,secondary,unknown,0,0.0,1,1,cellular,21,nov,12,5,190,1,failure,0
938,53,blue-collar,married,secondary,unknown,0,2.0,1,0,unknown,16,may,851,2,-1,0,unknown,0
939,32,administrator,married,secondary,Lisboa,0,0.0,1,1,cellular,17,nov,159,2,195,2,failure,0
940,41,services,married,secondary,Amadora,0,205.0,1,0,unknown,8,may,91,1,-1,0,unknown,0
941,38,administrator,married,secondary,unknown,0,1767.0,1,0,cellular,9,jul,483,4,239,7,success,1
942,54,services,married,secondary,Lisboa,0,214.0,1,0,cellular,5,may,458,2,-1,0,unknown,0
943,32,management,married,tertiary,unknown,0,5878.0,0,0,cellular,19,aug,159,2,-1,0,unknown,0
944,36,management,married,tertiary,unknown,0,293.0,1,0,unknown,27,may,287,4,-1,0,unknown,0
945,39,blue-collar,married,primary,Amadora,0,3127.0,1,1,unknown,5,jun,451,2,-1,0,unknown,0
946,23,management,single,tertiary,Lisboa,0,839.4752599202195,0,0,cellular,30,jul,160,2,-1,0,unknown,0
947,60,services,married,primary,unknown,0,0.0,0,0,cellular,27,aug,114,9,-1,0,unknown,0
948,32,administrator,single,tertiary,unknown,0,3816.0,1,0,cellular,21,nov,53,3,-1,0,unknown,0
949,50,technician,divorced,secondary,Lisboa,0,0.0,0,0,cellular,13,aug,114,2,-1,0,unknown,0
950,57,technician,divorced,secondary,unknown,0,77.0,1,1,cellular,29,jan,168,3,246,2,failure,0
951,32,management,married,tertiary,Amadora,0,663.0,1,0,cellular,7,aug,106,4,-1,0,unknown,0
952,58,retired,married,tertiary,Amadora,0,2084.0,1,0,unknown,2,jun,75,5,-1,0,unknown,0
953,32,technician,single,secondary,Lisboa,0,303.0,0,0,cellular,14,aug,390,3,-1,0,unknown,0
954,40,administrator,married,primary,unknown,0,189.0,1,0,unknown,27,may,160,2,-1,0,unknown,0
955,28,management,single,tertiary,Coimbra,0,2249.0,1,1,cellular,18,jul,595,2,-1,0,unknown,0
956,42,management,married,tertiary,unknown,0,9009.0,0,0,cellular,20,nov,135,2,-1,0,unknown,0
957,40,administrator,divorced,secondary,unknown,0,1967.0,1,0,unknown,11,jun,363,1,-1,0,unknown,0
958,41,management,divorced,tertiary,unknown,0,3932.0,1,0,unknown,8,may,40,2,-1,0,unknown,0
959,43,blue-collar,single,primary,Braga,0,0.0,0,0,cellular,9,jul,1242,1,-1,0,unknown,1
960,30,blue-collar,single,secondary,Amadora,0,609.0,1,0,unknown,14,may,402,1,-1,0,unknown,0
961,37,management,married,secondary,unknown,0,565.0,0,0,cellular,6,aug,174,1,93,3,failure,1
962,36,management,divorced,tertiary,unknown,0,649.0,0,0,cellular,16,jul,237,2,91,1,failure,0
963,49,management,married,tertiary,Porto,0,68.0,1,1,unknown,19,may,163,3,-1,0,unknown,0
964,40,management,married,tertiary,unknown,0,109.0,1,0,cellular,16,apr,91,2,268,1,failure,0
965,43,technician,married,secondary,unknown,0,4056.0,0,0,cellular,4,feb,154,2,-1,0,unknown,0
966,33,management,married,tertiary,unknown,0,801.0,0,0,cellular,19,aug,133,4,-1,0,unknown,0
967,32,technician,married,secondary,Lisboa,0,0.0,0,0,cellular,19,aug,87,1,-1,0,unknown,0
968,43,administrator,single,secondary,Porto,0,445.0,1,0,unknown,19,may,546,2,-1,0,unknown,0
969,29,administrator,married,tertiary,Lisboa,0,167.0,1,1,cellular,13,oct,357,2,237,2,failure,0
970,56,blue-collar,married,primary,unknown,0,551.0,0,0,unknown,29,may,27,1,-1,0,unknown,0
971,58,blue-collar,married,unknown,Lisboa,0,703.0,0,0,unknown,20,jun,37,3,-1,0,unknown,0
972,28,management,single,secondary,Lisboa,0,1609.0,1,0,cellular,18,may,98,2,315,0,failure,0
973,31,blue-collar,married,secondary,Amadora,0,212.0,1,1,cellular,17,jul,143,2,-1,0,unknown,0
974,50,blue-collar,married,secondary,Amadora,0,-54.0,1,0,cellular,7,aug,46,2,-1,0,unknown,0
975,58,blue-collar,married,secondary,unknown,0,0.0,0,0,cellular,18,aug,27,17,-1,0,unknown,0
976,50,blue-collar,married,tertiary,Lisboa,0,5423.0,1,0,cellular,21,nov,75,3,-1,0,unknown,0
977,47,management,single,tertiary,Lisboa,0,372.0,0,0,cellular,15,jun,257,1,-1,0,unknown,1
978,60,retired,married,secondary,unknown,0,0.0,0,0,cellular,25,aug,87,2,-1,0,unknown,0
979,32,technician,married,tertiary,Coimbra,0,8023.0,0,0,cellular,25,may,146,1,97,1,other,0
980,60,retired,married,secondary,Lisboa,0,2086.0,1,0,unknown,15,may,182,2,-1,0,unknown,0
981,29,services,single,secondary,unknown,0,2.0,0,0,unknown,8,may,190,1,-1,0,unknown,0
982,41,housemaid,married,primary,unknown,0,1529.0,0,0,cellular,7,jul,61,6,-1,0,unknown,0
983,40,administrator,married,secondary,unknown,0,0.0,1,1,unknown,16,may,159,1,-1,0,unknown,0
984,33,services,single,secondary,unknown,0,48.0,1,0,cellular,17,apr,303,1,-1,0,unknown,0
985,30,management,single,tertiary,unknown,0,355.0,1,0,cellular,15,may,153,2,-1,0,unknown,0
986,29,blue-collar,single,secondary,Lisboa,0,391.0,1,0,cellular,18,may,166,1,-1,0,unknown,0
987,35,management,single,tertiary,Lisboa,0,687.0,1,0,unknown,30,may,166,2,-1,0,unknown,0
988,28,management,single,tertiary,Porto,0,416.0,1,1,cellular,17,jul,345,1,-1,0,unknown,0
989,40,retired,married,primary,unknown,0,838.0,0,0,cellular,9,jul,147,1,-1,0,unknown,0
990,48,blue-collar,married,secondary,Lisboa,0,291.0,1,0,cellular,23,jul,448,2,-1,0,unknown,0
991,42,management,divorced,tertiary,unknown,0,245.0,0,0,cellular,14,aug,103,2,-1,0,unknown,0
992,36,technician,married,secondary,unknown,0,145.0,1,1,cellular,5,feb,267,2,-1,0,unknown,0
993,43,technician,divorced,secondary,Lisboa,0,1532.0,0,0,cellular,11,aug,61,2,-1,0,unknown,0
994,41,management,married,tertiary,unknown,0,2251.0,0,0,cellular,26,aug,338,9,-1,0,unknown,0
995,47,administrator,married,secondary,Coimbra,0,1210.0,0,0,cellular,26,oct,604,1,91,4,failure,1
996,38,blue-collar,married,secondary,unknown,0,757.0,1,0,unknown,6,may,133,1,-1,0,unknown,0
997,52,administrator,married,secondary,Lisboa,0,146.0,1,1,cellular,13,may,108,1,-1,0,unknown,0
998,46,blue-collar,married,secondary,Lisboa,0,71.0,1,0,unknown,6,may,416,1,-1,0,unknown,0
999,53,entrepreneur,married,tertiary,unknown,0,0.0,0,0,cellular,20,nov,520,2,-1,0,unknown,0
1000,31,blue-collar,divorced,primary,unknown,0,1.0,1,0,cellular,8,may,36,5,336,9,failure,0
1001,55,self-employed,married,secondary,Lisboa,0,39.0,0,0,unknown,17,jun,20,1,-1,0,unknown,0
1002,51,administrator,divorced,secondary,unknown,0,3029.0,1,1,cellular,31,jul,118,2,-1,0,unknown,0
1003,38,services,married,secondary,unknown,0,775.0,0,0,cellular,12,feb,1835,3,182,2,success,1
1004,44,blue-collar,single,secondary,unknown,0,0.0,0,0,cellular,20,apr,133,1,-1,0,unknown,1
1005,61,retired,married,unknown,unknown,0,-492.0,0,1,unknown,4,jul,333,1,-1,0,unknown,0
1006,41,technician,married,tertiary,Porto,0,3700.0,0,0,cellular,19,nov,136,1,-1,0,unknown,0
